LoanAccountId,SourceId,AccountNumber,AccountCurrencyId,AccountCurrency,OrganizationId,OrganizationName,ChannelID,BrokerId,OpenDateId,OpenDate,CancelledDateId,CancelledDate,ValueDate,ProductId,Product,InvoiceDay,CurrentInstallmentAmount,CurrentInvoiceFee,NextInvoiceDate,CalculatedMaturityDate,IsActive,LoanStatus
415,8,51100000000000,49,EUR,22,Nordic Finland,,173,20221220,2022-12-20,20230704,2023-07-04,2022-12-20,293,Nordic CL Unsecured loan,14,7645.0,8,2024-03-14,,0,Cancelled
416,8,51100000000000,49,EUR,22,Nordic Finland,,178,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,15367.0,5,2024-03-14,2043-04-14,1,Active
417,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,15367.0,5,2024-03-14,2043-04-14,1,Active
418,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221221,2022-12-21,-1,,2022-12-21,344,NF1 CL Unsecured loan,14,21512.0,5,2024-03-14,,1,Active
419,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221221,2022-12-21,-1,,2022-12-21,344,NF1 CL Unsecured loan,14,23102.0,5,2024-03-14,2031-02-14,1,Active
420,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221221,2022-12-21,-1,,2022-12-21,344,NF1 CL Unsecured loan,14,23102.0,5,2024-03-14,2031-02-14,1,Active
421,8,51100000000000,49,EUR,22,Nordic Finland,,165,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,38392.0,5,2024-03-14,2038-12-14,1,Active
422,8,51100000000000,49,EUR,22,Nordic Finland,,165,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,38392.0,5,2024-03-14,2038-12-14,1,Active
423,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,7232.0,3,2024-03-14,2025-01-14,1,Active
424,8,51100000000000,49,EUR,22,Nordic Finland,,179,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,7232.0,3,2024-03-14,2025-01-14,1,Active
425,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221230,2022-12-30,-1,,2022-12-30,293,Nordic CL Unsecured loan,14,14972.0,5,2024-03-14,2030-05-14,1,Active
426,8,51100000000000,49,EUR,22,Nordic Finland,,176,20221230,2022-12-30,-1,,2022-12-30,293,Nordic CL Unsecured loan,14,14972.0,5,2024-03-14,2030-05-14,1,Active
427,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221222,2022-12-22,-1,,2022-12-22,344,NF1 CL Unsecured loan,14,48351.0,5,2024-03-14,2028-01-14,1,Active
428,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221222,2022-12-22,-1,,2022-12-22,344,NF1 CL Unsecured loan,14,48351.0,5,2024-03-14,2028-01-14,1,Active
429,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,21222.0,5,2024-03-14,2033-01-14,1,Active
430,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221222,2022-12-22,-1,,2022-12-22,293,Nordic CL Unsecured loan,14,21222.0,5,2024-03-14,2033-01-14,1,Active
431,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221223,2022-12-23,-1,,2022-12-23,293,Nordic CL Unsecured loan,14,7282.0,5,2024-03-14,2026-05-14,1,Active
432,8,51100000000000,49,EUR,22,Nordic Finland,,179,20221223,2022-12-23,-1,,2022-12-23,293,Nordic CL Unsecured loan,14,7282.0,5,2024-03-14,2026-05-14,1,Active
433,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221223,2022-12-23,-1,,2022-12-23,344,NF1 CL Unsecured loan,14,24034.0,5,2024-03-14,2035-03-14,1,Active
434,8,51100000000000,49,EUR,22,Nordic Finland,,165,20221223,2022-12-23,-1,,2022-12-23,293,Nordic CL Unsecured loan,14,2656.0,2,2024-03-14,2027-03-14,1,Active
435,8,51100000000000,49,EUR,22,Nordic Finland,,165,20221223,2022-12-23,-1,,2022-12-23,293,Nordic CL Unsecured loan,14,2656.0,2,2024-03-14,2027-03-14,1,Active
436,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221230,2022-12-30,-1,,2022-12-30,344,NF1 CL Unsecured loan,14,44509.0,5,2024-03-14,2034-12-14,1,Active
437,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221230,2022-12-30,-1,,2022-12-30,344,NF1 CL Unsecured loan,14,44509.0,5,2024-03-14,2034-12-14,1,Active
438,8,51100000000000,49,EUR,22,Nordic Finland,,188,20221223,2022-12-23,-1,,2022-12-23,293,Nordic CL Unsecured loan,14,63305.0,5,2024-03-14,2038-03-14,1,Active
439,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221227,2022-12-27,20231024,2023-10-24,2022-12-27,293,Nordic CL Unsecured loan,14,7367.0,8,2024-03-14,2029-03-14,0,Cancelled
440,8,51100000000000,49,EUR,22,Nordic Finland,,176,20221227,2022-12-27,20231024,2023-10-24,2022-12-27,293,Nordic CL Unsecured loan,14,7367.0,8,2024-03-14,2029-03-14,0,Cancelled
441,8,51100000000000,49,EUR,22,Nordic Finland,,178,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,18082.0,5,2024-03-14,2038-02-14,1,Active
442,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,18082.0,5,2024-03-14,2038-02-14,1,Active
443,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221227,2022-12-27,20240128,2024-01-28,2022-12-27,293,Nordic CL Unsecured loan,14,5773.0,3,2024-03-14,2025-12-14,0,Cancelled
444,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221227,2022-12-27,20240128,2024-01-28,2022-12-27,293,Nordic CL Unsecured loan,14,5773.0,3,2024-03-14,2025-12-14,0,Cancelled
445,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,8135.0,5,2024-03-14,2038-03-14,1,Active
446,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,8135.0,5,2024-03-14,2038-03-14,1,Active
447,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221228,2022-12-28,-1,,2022-12-28,344,NF1 CL Unsecured loan,14,2722.0,5,2024-03-14,2033-01-14,1,Active
448,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221228,2022-12-28,-1,,2022-12-28,344,NF1 CL Unsecured loan,14,2722.0,5,2024-03-14,2033-01-14,1,Active
449,8,51100000000000,49,EUR,22,Nordic Finland,,188,20221227,2022-12-27,20230310,2023-03-10,2022-12-27,293,Nordic CL Unsecured loan,14,6853.0,5,2024-03-14,2035-04-14,0,Cancelled
450,8,51100000000000,49,EUR,22,Nordic Finland,,186,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,15526.0,5,2024-03-14,2038-03-14,1,Active
451,8,51100000000000,49,EUR,40,Nordic Finland,,188,20221227,2022-12-27,-1,,2022-12-27,344,NF1 CL Unsecured loan,14,20749.0,5,2024-03-14,2031-01-14,1,Active
452,8,51100000000000,49,EUR,40,Nordic Finland,,187,20221228,2022-12-28,-1,,2022-12-28,344,NF1 CL Unsecured loan,14,39424.0,5,2024-03-14,2031-11-14,1,Active
453,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221228,2022-12-28,20230825,2023-08-25,2022-12-28,293,Nordic CL Unsecured loan,14,33715.0,5,2024-03-14,2029-12-14,0,Cancelled
454,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221228,2022-12-28,20230825,2023-08-25,2022-12-28,293,Nordic CL Unsecured loan,14,33715.0,5,2024-03-14,2029-12-14,0,Cancelled
455,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221227,2022-12-27,-1,,2022-12-27,344,NF1 CL Unsecured loan,14,15333.0,5,2024-03-14,2026-10-14,1,Active
456,8,51100000000000,49,EUR,40,Nordic Finland,,169,20221227,2022-12-27,-1,,2022-12-27,344,NF1 CL Unsecured loan,14,15333.0,5,2024-03-14,2026-10-14,1,Active
457,8,51100000000000,49,EUR,40,Nordic Finland,,173,20221228,2022-12-28,-1,,2022-12-28,344,NF1 CL Unsecured loan,14,77841.0,5,2024-03-14,2037-12-14,1,Active
458,8,51100000000000,49,EUR,22,Nordic Finland,,179,20221227,2022-12-27,20230303,2023-03-03,2022-12-27,293,Nordic CL Unsecured loan,14,10981.0,5,2024-03-14,2036-08-14,0,Cancelled
459,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221227,2022-12-27,20230303,2023-03-03,2022-12-27,293,Nordic CL Unsecured loan,14,10981.0,5,2024-03-14,2036-08-14,0,Cancelled
460,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,47791.0,5,2024-03-14,2038-06-14,1,Active
461,8,51100000000000,49,EUR,22,Nordic Finland,,169,20221227,2022-12-27,-1,,2022-12-27,293,Nordic CL Unsecured loan,14,47791.0,5,2024-03-14,2038-06-14,1,Active
462,8,51100000000000,49,EUR,40,Nordic Finland,,171,20221230,2022-12-30,-1,,2022-12-30,344,NF1 CL Unsecured loan,14,6138.0,5,2024-03-14,2038-09-14,1,Active
463,8,51100000000000,49,EUR,40,Nordic Finland,,171,20221230,2022-12-30,-1,,2022-12-30,344,NF1 CL Unsecured loan,14,6138.0,5,2024-03-14,2038-09-14,1,Active
464,8,51100000000000,49,EUR,40,Nordic Finland,,167,20221228,2022-12-28,-1,,2022-12-28,344,NF1 CL Unsecured loan,14,47612.0,5,2024-03-14,2027-01-14,1,Active
465,8,51100000000000,49,EUR,40,Nordic Finland,,176,20221228,2022-12-28,-1,,2022-12-28,344,NF1 CL Unsecured loan,14,47612.0,5,2024-03-14,2027-01-14,1,Active
466,8,51100000000000,49,EUR,22,Nordic Finland,,173,20230104,2023-01-04,-1,,2023-01-04,293,Nordic CL Unsecured loan,14,28912.0,5,2024-03-14,2037-06-14,1,Active
467,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221229,2022-12-29,20230311,2023-03-11,2022-12-29,293,Nordic CL Unsecured loan,14,14774.0,5,2024-03-14,2037-12-14,0,Cancelled
468,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221229,2022-12-29,20230311,2023-03-11,2022-12-29,293,Nordic CL Unsecured loan,14,14774.0,5,2024-03-14,2037-12-14,0,Cancelled
469,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221229,2022-12-29,20230210,2023-02-10,2022-12-29,293,Nordic CL Unsecured loan,14,80873.0,5,2024-03-14,2024-12-14,0,Cancelled
470,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221229,2022-12-29,20230210,2023-02-10,2022-12-29,293,Nordic CL Unsecured loan,14,80873.0,5,2024-03-14,2024-12-14,0,Cancelled
471,8,51100000000000,49,EUR,40,Nordic Finland,,169,20230103,2023-01-03,20240228,2024-02-28,2023-01-03,344,NF1 CL Unsecured loan,14,15552.0,5,2024-03-14,2028-04-14,0,Cancelled
472,8,51100000000000,49,EUR,40,Nordic Finland,,169,20230103,2023-01-03,20240228,2024-02-28,2023-01-03,344,NF1 CL Unsecured loan,14,15552.0,5,2024-03-14,2028-04-14,0,Cancelled
473,8,51100000000000,49,EUR,40,Nordic Finland,,168,20221230,2022-12-30,-1,,2022-12-30,344,NF1 CL Unsecured loan,14,13997.0,5,2024-03-14,2032-12-14,1,Active
474,8,51100000000000,49,EUR,40,Nordic Finland,,177,20221230,2022-12-30,-1,,2022-12-30,344,NF1 CL Unsecured loan,14,13997.0,5,2024-03-14,2032-12-14,1,Active
475,8,51100000000000,49,EUR,22,Nordic Finland,,176,20221230,2022-12-30,-1,,2022-12-30,293,Nordic CL Unsecured loan,14,1285.0,5,2024-03-14,2035-06-14,1,Active
476,8,51100000000000,49,EUR,22,Nordic Finland,,167,20221230,2022-12-30,-1,,2022-12-30,293,Nordic CL Unsecured loan,14,1285.0,5,2024-03-14,2035-06-14,1,Active
477,8,51100000000000,49,EUR,40,Nordic Finland,,166,20230102,2023-01-02,-1,,2023-01-02,344,NF1 CL Unsecured loan,14,30152.0,5,2024-03-14,2029-02-14,1,Active
478,8,51100000000000,49,EUR,40,Nordic Finland,,166,20230102,2023-01-02,-1,,2023-01-02,344,NF1 CL Unsecured loan,14,30152.0,5,2024-03-14,2029-02-14,1,Active
479,8,51100000000000,49,EUR,22,Nordic Finland,,166,20221230,2022-12-30,-1,,2022-12-30,293,Nordic CL Unsecured loan,14,4448.0,5,2024-03-14,2037-04-14,1,Active
480,8,51100000000000,49,EUR,22,Nordic Finland,,166,20221230,2022-12-30,-1,,2022-12-30,293,Nordic CL Unsecured loan,14,4448.0,5,2024-03-14,2037-04-14,1,Active
481,8,51100000000000,49,EUR,22,Nordic Finland,,169,20230102,2023-01-02,-1,,2023-01-02,293,Nordic CL Unsecured loan,14,6863.0,3,2024-03-14,2025-01-14,1,Active
482,8,51100000000000,49,EUR,22,Nordic Finland,,178,20230102,2023-01-02,-1,,2023-01-02,293,Nordic CL Unsecured loan,14,6863.0,3,2024-03-14,2025-01-14,1,Active
483,8,51100000000000,49,EUR,22,Nordic Finland,,179,20230102,2023-01-02,20230504,2023-05-04,2023-01-02,293,Nordic CL Unsecured loan,14,52089.0,5,2024-03-14,2037-12-14,0,Cancelled
484,8,51100000000000,49,EUR,22,Nordic Finland,,170,20230102,2023-01-02,20230504,2023-05-04,2023-01-02,293,Nordic CL Unsecured loan,14,52089.0,5,2024-03-14,2037-12-14,0,Cancelled
485,8,51100000000000,49,EUR,22,Nordic Finland,,167,20230102,2023-01-02,20230825,2023-08-25,2023-01-02,293,Nordic CL Unsecured loan,14,5378.0,5,2024-03-14,2027-12-14,0,Cancelled
486,8,51100000000000,49,EUR,22,Nordic Finland,,167,20230102,2023-01-02,20230825,2023-08-25,2023-01-02,293,Nordic CL Unsecured loan,14,5378.0,5,2024-03-14,2027-12-14,0,Cancelled
487,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221229,2022-12-29,-1,,2022-12-29,293,Nordic CL Unsecured loan,14,4723.0,5,2024-03-14,,1,Active
488,8,51100000000000,49,EUR,22,Nordic Finland,,170,20221229,2022-12-29,-1,,2022-12-29,293,Nordic CL Unsecured loan,14,4723.0,5,2024-03-14,,1,Active
489,8,51100000000000,49,EUR,22,Nordic Finland,,168,20230103,2023-01-03,20230324,2023-03-24,2023-01-03,293,Nordic CL Unsecured loan,14,24575.0,5,2024-03-14,2029-12-14,0,Cancelled
490,8,51100000000000,49,EUR,22,Nordic Finland,,177,20230103,2023-01-03,20230324,2023-03-24,2023-01-03,293,Nordic CL Unsecured loan,14,24575.0,5,2024-03-14,2029-12-14,0,Cancelled
491,8,51100000000000,49,EUR,40,Nordic Finland,,169,20230103,2023-01-03,-1,,2023-01-03,344,NF1 CL Unsecured loan,14,25126.0,5,2024-03-14,2026-02-14,1,Active
492,8,51100000000000,49,EUR,40,Nordic Finland,,178,20230103,2023-01-03,-1,,2023-01-03,344,NF1 CL Unsecured loan,14,25126.0,5,2024-03-14,2026-02-14,1,Active
493,8,51100000000000,49,EUR,22,Nordic Finland,,170,20230113,2023-01-13,-1,,2023-01-13,293,Nordic CL Unsecured loan,14,7595.0,8,2024-03-14,2029-02-14,1,Active
494,8,51100000000000,49,EUR,22,Nordic Finland,,170,20230113,2023-01-13,-1,,2023-01-13,293,Nordic CL Unsecured loan,14,7595.0,8,2024-03-14,2029-02-14,1,Active
495,8,51100000000000,49,EUR,40,Nordic Finland,,169,20230103,2023-01-03,-1,,2023-01-03,344,NF1 CL Unsecured loan,14,23678.0,5,2024-03-14,2033-01-14,1,Active
496,8,51100000000000,49,EUR,40,Nordic Finland,,169,20230103,2023-01-03,-1,,2023-01-03,344,NF1 CL Unsecured loan,14,23678.0,5,2024-03-14,2033-01-14,1,Active
497,8,51100000000000,49,EUR,22,Nordic Finland,,170,20230103,2023-01-03,20230525,2023-05-25,2023-01-03,293,Nordic CL Unsecured loan,14,5692.0,5,2024-03-14,2026-12-14,0,Cancelled
498,8,51100000000000,49,EUR,22,Nordic Finland,,170,20230103,2023-01-03,20230525,2023-05-25,2023-01-03,293,Nordic CL Unsecured loan,14,5692.0,5,2024-03-14,2026-12-14,0,Cancelled
499,8,51100000000000,49,EUR,40,Nordic Finland,,179,20230103,2023-01-03,-1,,2023-01-03,344,NF1 CL Unsecured loan,14,61787.0,5,2024-03-14,2038-01-14,1,Active
